"Redeem id","Creator id","Sender id","Diamonds earned from this gifter (so far)","Gifter spend coins on this creator (so far)","Gifter total purchased coins (so far)","Share","Flag","Suspicious diamonds","Sum of suspicious diamonds","Sum of diamonds earned from this gifter (so far)","Fraud ratio","Is fraudulent"
"5144808","2531957862","2891057797","69","99","600","0.16500000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2879042931","69","99","3675","0.02693877551020408163",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2526269946","69","99","300","0.33000000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2518428923","69","99","3240","0.03055555555555555556",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2812486807","69","99","1000","0.09900000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2511590525","5","8","575","0.01391304347826086957",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2858890767","69","99","100","0.99000000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2499585047","69","99","4800","0.02062500000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2542695338","69","99","500","0.19800000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2746603689","69","99","200","0.49500000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2536347100","2166","3096","8400","0.36857142857142857143",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2605517460","69","99","100","0.99000000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2523640696","84","123","360","0.34166666666666666667",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2556632726","69","99","3000","0.03300000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2596925370","69","99","1000","0.09900000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2856623487","69","99","1500","0.06600000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2678621402","74","107","200","0.53500000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2815296959","69","99","100","0.99000000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2796006919","138","198","2100","0.09428571428571428571",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2499899313","69","99","1150","0.08608695652173913043",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2641225350","110","158","600","0.26333333333333333333",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2759164483","69","99","500","0.19800000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2533270542","507","726","3190","0.22758620689655172414",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","4846537","69","99","100","0.99000000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2587187370","69","99","700","0.14142857142857142857",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2536282972","69","99","1200","0.08250000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","123506207","69","99","1050","0.09428571428571428571",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2763987819","69","99","1000","0.09900000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2804511147","69","99","1625","0.06092307692307692308",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2794655955","69","99","2000","0.04950000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2911911089","277","397","6200","0.06403225806451612903",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2695350902","69","99","2080","0.04759615384615384615",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2909324795","69","99","100","0.99000000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2620305374","69","99","1700","0.05823529411764705882",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2696192222","69","99","945","0.10476190476190476190",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2526970642","69","99","11600","0.00853448275862068966",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2464169111","678","975","1050","0.92857142857142857143",1,"678","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2537140234","69","99","200","0.49500000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2541862346","837","1197","14200","0.08429577464788732394",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","230902904","69","99","360","0.27500000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2750482677","69","99","2160","0.04583333333333333333",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","71539067","69","99","840","0.11785714285714285714",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2536282476","69","99","300","0.33000000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2626205100","69","99","1500","0.06600000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2669837438","124","178","2400","0.07416666666666666667",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2508035685","69","99","700","0.14142857142857142857",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2754186331","69","99","100","0.99000000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2635587070","69","99","100","0.99000000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2679320094","69","99","5250","0.01885714285714285714",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2538039900","69","99","800","0.12375000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2641586440","69","99","200","0.49500000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2777569493","69","99","2900","0.03413793103448275862",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2607869204","276","396","400","0.99000000000000000000",1,"276","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2775475277","69","99","360","0.27500000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","86067133","69","99","700","0.14142857142857142857",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2558288048","79","115","240","0.47916666666666666667",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2536286030","69","99","400","0.24750000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2601826358","69","99","1200","0.08250000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2715974014","69","99","400","0.24750000000000000000",0,"0","7760","25918","0.29940581835018134115",False
"5144808","2531957862","2805961559","69","99","120","0.82500000000000000000",1,"69","7760","25918","0.29940581835018134115",False
"5141964","2900705671","2527922402","13570","19405","15992","1.21341920960480240120",1,"13570","13570","13845","0.98013723365836041892",True
"5141964","2900705671","2812120921","215","308","7700","0.04000000000000000000",0,"0","13570","13845","0.98013723365836041892",True
"5141964","2900705671","2891232467","60","79","120","0.65833333333333333333",0,"0","13570","13845","0.98013723365836041892",True
"5144532","2788881553","2798954925","2099","2999","4250","0.70564705882352941176",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2897567249","1757","2296","225250","0.01019311875693673696",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2692448978","5","8","100","0.08000000000000000000",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2789547667","423","606","14150","0.04282685512367491166",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2883351429","27","39","5600","0.00696428571428571429",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2598399732","809","1157","11000","0.10518181818181818182",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2558242504","778","1114","4767","0.23368995175162576044",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2719667460","39766","56811","34000","1.6709117647058824",1,"39766","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2591676900","1399","1999","13500","0.14807407407407407407",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2793288399","37","49","6130","0.00799347471451876020",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2863586441","4338","6198","11000","0.56345454545454545455",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2652243748","42453","60648","57449","1.0556841720482515",1,"42453","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2869508909","10","16","4700","0.00340425531914893617",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2624128728","69","99","40625","0.00243692307692307692",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2604471330","69","99","2200","0.04500000000000000000",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2603550924","138","198","115000","0.00172173913043478261",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2919918833","55","79","575","0.13739130434782608696",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2753843705","1399","1999","8400","0.23797619047619047619",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2715170444","323","464","2800","0.16571428571428571429",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2856010211","55","79","11100","0.00711711711711711712",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2866490303","2757","3861","7850","0.49184713375796178344",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2896823031","69","99","4500","0.02200000000000000000",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2752716089","2153","3077","3100","0.99258064516129032258",1,"2153","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2874765871","262","376","2100","0.17904761904761904762",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2705266122","5","8","400","0.02000000000000000000",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2919852353","5","8","400","0.02000000000000000000",0,"0","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2908424357","139","202","200","1.0100000000000000",1,"139","84511","101454","0.83299820608354525204",True
"5144532","2788881553","2874183253","55","79","4200","0.01880952380952380952",0,"0","84511","101454","0.83299820608354525204",True
"5145210","2788881553","200812564","69","99","700","0.14142857142857142857",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2798954925","2099","2999","4250","0.70564705882352941176",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2897567249","1826","2395","225250","0.01063263041065482797",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2692448978","5","8","100","0.08000000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2789547667","423","606","14150","0.04282685512367491166",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2883351429","27","39","5600","0.00696428571428571429",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2598399732","809","1157","11000","0.10518181818181818182",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2541367222","69","99","4250","0.02329411764705882353",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2558242504","778","1114","4767","0.23368995175162576044",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2719667460","39766","56811","34000","1.6709117647058824",1,"39766","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2591676900","1399","1999","13500","0.14807407407407407407",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2793288399","37","49","6130","0.00799347471451876020",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2863586441","22537","32197","34000","0.94697058823529411765",1,"22537","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2540324648","69","99","9240","0.01071428571428571429",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2873004857","79","115","4290","0.02680652680652680653",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2652243748","59950","85645","82449","1.03876335674174338076",1,"59950","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2719089312","34","49","2515","0.01948310139165009940",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2869508909","10","16","5200","0.00307692307692307692",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2624128728","69","99","40625","0.00243692307692307692",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2604471330","69","99","2200","0.04500000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2735158200","124","178","3500","0.05085714285714285714",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2603550924","138","198","115000","0.00172173913043478261",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2919918833","55","79","575","0.13739130434782608696",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2907342205","69","99","525","0.18857142857142857143",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2540340640","69","99","84000","0.00117857142857142857",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2638167410","129","186","2200","0.08454545454545454545",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2753843705","1399","1999","8400","0.23797619047619047619",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2913249077","69","99","100","0.99000000000000000000",1,"69","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2715170444","323","464","2800","0.16571428571428571429",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","198623146","69","99","4000","0.02475000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2856010211","55","79","11100","0.00711711711711711712",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2866490303","2757","3861","7850","0.49184713375796178344",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2608571882","69","99","2800","0.03535714285714285714",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2896823031","69","99","4500","0.02200000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2752716089","2153","3077","3100","0.99258064516129032258",1,"2153","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2795749805","69","99","775","0.12774193548387096774",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2742144013","69","99","1450","0.06827586206896551724",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2874765871","262","376","2100","0.17904761904761904762",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2912905215","69","99","100","0.99000000000000000000",1,"69","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2628335000","5","8","300","0.02666666666666666667",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2821907439","96","138","2840","0.04859154929577464789",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2705266122","5","8","400","0.02000000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2919852353","5","8","400","0.02000000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2908424357","139","202","200","1.0100000000000000",1,"139","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2764005543","96","138","1150","0.12000000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2874183253","55","79","4200","0.01880952380952380952",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2640297404","69","99","1320","0.07500000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2806012295","69","99","1200","0.08250000000000000000",0,"0","124683","138887","0.89772980912540410550",True
"5145210","2788881553","2911423333","208","298","1300","0.22923076923076923077",0,"0","124683","138887","0.89772980912540410550",True
"5140704","2780858897","2596293972","3605","5159","5350","0.96429906542056074766",1,"3605","3605","4801","0.75088523224328264945",True
"5140704","2780858897","2882381341","355","508","6750","0.07525925925925925926",0,"0","3605","4801","0.75088523224328264945",True
"5140704","2780858897","2551052254","492","705","2700","0.26111111111111111111",0,"0","3605","4801","0.75088523224328264945",True
"5140704","2780858897","2703169700","349","499","1050","0.47523809523809523810",0,"0","3605","4801","0.75088523224328264945",True
"5139984","2533520500","2919597025","110","158","1075","0.14697674418604651163",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2848681307","2439","3492","5275","0.66199052132701421801",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2582249552","55","79","81250","0.00097230769230769231",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2742314689","208","298","15000","0.01986666666666666667",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2690079232","69","99","100","0.99000000000000000000",1,"69","138","5893","0.02341761411844561344",False
"5139984","2533520500","2687926810","69","99","100","0.99000000000000000000",1,"69","138","5893","0.02341761411844561344",False
"5139984","2533520500","2857621309","69","99","5950","0.01663865546218487395",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2919608465","104","155","800","0.19375000000000000000",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2759487153","69","99","920","0.10760869565217391304",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2743387991","414","594","19969","0.02974610646502078221",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2567552022","622","892","1445","0.61730103806228373702",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2604028182","69","99","2175","0.04551724137931034483",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2616814866","20","32","4500","0.00711111111111111111",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2581166646","69","99","2000","0.04950000000000000000",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2762276895","5","8","4400","0.00181818181818181818",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","30393210","193","277","1450","0.19103448275862068966",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","2585528614","887","1180","7800","0.15128205128205128205",0,"0","138","5893","0.02341761411844561344",False
"5139984","2533520500","1269240122","422","596","2300","0.25913043478260869565",0,"0","138","5893","0.02341761411844561344",False
"5145606","2526586306","1444673032","69","99","600","0.16500000000000000000",0,"0","0","428","0.00000000000000000000",False
"5145606","2526586306","2556556218","208","298","600","0.49666666666666666667",0,"0","0","428","0.00000000000000000000",False
"5145606","2526586306","2350683248","151","217","4300","0.05046511627906976744",0,"0","0","428","0.00000000000000000000",False
"5139906","377326463","2820671365","55","79","41250","0.00191515151515151515",0,"0","0","975","0.00000000000000000000",False
"5139906","377326463","2734481492","55","79","22500","0.00351111111111111111",0,"0","0","975","0.00000000000000000000",False
"5139906","377326463","1478222410","865","1243","84000","0.01479761904761904762",0,"0","0","975","0.00000000000000000000",False
"5143214","2588696146","2769830829","7","10","2050","0.00487804878048780488",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","2845912049","1510","2160","5825","0.37081545064377682403",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","2649463154","72","104","8520","0.01220657276995305164",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","2024073742","6095","8717","158000","0.05517088607594936709",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","2859248859","69","99","30000","0.00330000000000000000",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","192361","69","99","6210","0.01594202898550724638",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","2608158068","69","99","4100","0.02414634146341463415",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","2654802658","1056","1509","2000","0.75450000000000000000",0,"0","0","9016","0.00000000000000000000",False
"5143214","2588696146","2736859976","69","99","2900","0.03413793103448275862",0,"0","0","9016","0.00000000000000000000",False
"5139306","2513681057","2772098269","39","57","100","0.57000000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2779508997","84","123","900","0.13666666666666666667",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2721366796","69","99","400","0.24750000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2697040284","69","99","400","0.24750000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2848323941","1258","1798","3100","0.58000000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2879042931","143","206","3675","0.05605442176870748299",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2724880252","349","499","3800","0.13131578947368421053",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2619377638","79","115","600","0.19166666666666666667",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2830256695","75","99","7250","0.01365517241379310345",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","26271112","69","99","600","0.16500000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2533504342","69","99","200","0.49500000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2605975820","69","99","120","0.82500000000000000000",1,"69","355","5770","0.06152512998266897747",False
"5139306","2513681057","2806324219","1605","2295","19000","0.12078947368421052632",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","162568972","138","198","10000","0.01980000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2900973103","124","178","1135","0.15682819383259911894",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2796427079","143","206","400","0.51500000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2516529431","69","99","100","0.99000000000000000000",1,"69","355","5770","0.06152512998266897747",False
"5139306","2513681057","2752270785","69","99","890","0.11123595505617977528",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2606387440","217","313","300","1.0433333333333333",1,"217","355","5770","0.06152512998266897747",False
"5139306","2513681057","2919573005","69","99","200","0.49500000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2780446151","69","99","1300","0.07615384615384615385",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","192361","69","99","3735","0.02650602409638554217",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2556456758","69","99","1050","0.09428571428571428571",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2796039071","5","8","500","0.01600000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2832587795","69","99","200","0.49500000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2741888023","95","131","575","0.22782608695652173913",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2519392371","225","297","5250","0.05657142857142857143",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2611650506","110","158","1800","0.08777777777777777778",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2648190496","69","99","300","0.33000000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2737474634","124","178","500","0.35600000000000000000",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2679320094","5","8","4850","0.00164948453608247423",0,"0","355","5770","0.06152512998266897747",False
"5139306","2513681057","2669265010","55","79","1450","0.05448275862068965517",0,"0","355","5770","0.06152512998266897747",False
"5142054","2611470214","2560453336","393","564","4200","0.13428571428571428571",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2885397853","5","8","5400","0.00148148148148148148",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2576468260","483","693","1600","0.43312500000000000000",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2866861389","165","237","37500","0.00632000000000000000",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2917551045","97","142","300","0.47333333333333333333",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2762693689","15","24","1100","0.02181818181818181818",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2919410711","504","722","9850","0.07329949238578680203",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2686401374","2448","3498","43500","0.08041379310344827586",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2888236737","628","898","10400","0.08634615384615384615",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2827660568","4199","5999","6480","0.92577160493827160494",1,"4199","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2916150785","28840","41209","140800","0.29267755681818181818",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2603550924","31889","45569","31000","1.4699677419354839",1,"31889","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2559054016","397","571","13225","0.04317580340264650284",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","173269834","139","199","18000","0.01105555555555555556",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2523939298","11476","16408","170250","0.09637591776798825257",0,"0","36088","98125","0.36777579617834394904",False
"5142054","2611470214","2843985589","16447","23497","748500","0.03139211756847027388",0,"0","36088","98125","0.36777579617834394904",False
"5139278","2726705120","2547999260","3353","4793","3500","1.3694285714285714",1,"3353","3353","3353","1.00000000000000000000",True
"5144724","2622700688","2799443601","69","99","400","0.24750000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2699236126","193","277","1920","0.14427083333333333333",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2592345490","69","99","100","0.99000000000000000000",1,"69","138","4290","0.03216783216783216783",False
"5144724","2622700688","2573579688","69","99","1600","0.06187500000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2634907498","699","999","3400","0.29382352941176470588",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2918534247","69","99","1500","0.06600000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2820950083","110","158","6575","0.02403041825095057034",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2878241733","69","99","445","0.22247191011235955056",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2916447123","325","469","1400","0.33500000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2598383760","69","99","645","0.15348837209302325581",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2769830829","7","10","2250","0.00444444444444444444",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2569448662","5","8","4900","0.00163265306122448980",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2821932055","768","1098","3050","0.36000000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2679716804","69","99","6550","0.01511450381679389313",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2569108878","69","99","100","0.99000000000000000000",1,"69","138","4290","0.03216783216783216783",False
"5144724","2622700688","2788170391","69","99","300","0.33000000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2851545689","69","99","8912","0.01110861759425493716",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2716220180","69","99","158050","0.00062638405567858273",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2796446081","220","316","16800","0.01880952380952380952",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2801372433","69","99","440","0.22500000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2693317104","69","99","200","0.49500000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2780064443","69","99","2520","0.03928571428571428571",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2586163054","138","198","2050","0.09658536585365853659",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2839341183","69","99","400","0.24750000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2819604565","69","99","200","0.49500000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2629723602","69","99","1645","0.06018237082066869301",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2836975789","5","8","500","0.01600000000000000000",0,"0","138","4290","0.03216783216783216783",False
"5144724","2622700688","2530411166","5","8","600","0.01333333333333333333",0,"0","138","4290","0.03216783216783216783",False
